tap_pressure,swipe_speed,gesture_type,typing_speed,inter_key_delay,grip_x,grip_y,grip_z,tilt_angle_mean,screen_sequence,dwell_time_avg,geolocation_cluster,wifi_network_hash,label,user_id,trait_categories,device_tilt_variation,fast_typing_burst,gps_drift,transaction_amount,transaction_date
0.4620148441259856,1145.7862893823817,tap,3.9715423804182057,95.0656536498495,-1.2284438312657626,-2.075588009078533,-0.086069692790893,29.24839769864064,"home,profile,transfer",3.152830779568806,travel,-303768024939284139,0,user_015,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",9.173079403968377,0,18.147459507049856,4513.0,2025-05-27 09:41:08
0.4833269653409114,1803.99040118286,tap,1.3642001512651944,172.79361710859231,-0.8395275580176573,1.3722713166079914,0.1420444788305452,26.63547333995299,"bill,transfer,offers",4.73264118769584,unknown,2853320367896827313,0,user_031,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",2.965486950781324,0,19.38645533202138,1410.83,2025-01-03 16:21:04
0.498595806720351,1567.0477374139896,swipe,2.5525078650262256,131.214299033353,0.0153789813721056,0.9550963794414762,-1.0328692285870538,25.70775029812657,"profile,home,offers",4.02502444375851,office,-4946583138965503492,0,user_008,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",13.011113362991894,0,18.601199157520828,3802.02,2025-01-25 04:51:52
0.5418852799687944,1828.4544562331791,tap,4.504337943641703,129.12190792647857,1.9923656638459448,1.0014029102300654,-0.4573570689642907,26.12336808944044,"bill,offers,home",4.148014539038156,travel,-4946583138965503492,0,user_040,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",6.015742319867137,0,29.14810100858044,714.39,2025-01-03 15:19:20
0.5017356874376281,1106.2991573123893,tap,4.15497558422169,174.32395936775129,-0.9938626748348534,0.4201915428949916,-0.856498237409199,30.48835188374168,"offers,transfer,bill",2.853192650299164,unknown,2853320367896827313,0,user_015,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",6.254326445402505,0,24.511385868933235,1232.51,2025-03-11 05:51:59
0.555165094100826,1522.8455297324078,tap,3.650301761461878,139.09163363358434,-0.0569456237210674,0.3078017688920592,-1.7101683926566256,23.25907288947144,"transfer,bill,home",4.243382065265993,travel,2853320367896827313,0,user_003,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",5.113237340935088,0,15.181205368946944,3022.3,2025-01-15 10:02:16
0.5171798767589109,1212.7295085921678,tap,4.05012848121788,125.9912015517787,-0.0179279682497987,-0.0354201406915095,-0.5270661182397741,24.88170126934643,"transfer,offers,home",3.9926562435064334,unknown,-4946583138965503492,0,user_043,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",4.985091278553755,0,18.92166181226184,3111.75,2025-01-09 05:41:41
0.4770550456104561,1114.5035144931812,tap,3.112848944150176,178.59106095293274,0.4632244560001343,-0.9967519024057656,-1.9038624751242004,29.287896324562176,"transfer,offers,bill",3.666652338896121,travel,2853320367896827313,0,user_042,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",12.255299079067138,0,26.24809452648333,626.61,2025-02-05 20:29:08
0.5476568316956623,1557.4248330403648,scroll,2.8875626253595623,160.84510575618305,-1.1437262073206618,0.1085597057765231,-0.0332299906444608,28.959415713637306,"profile,bill,offers",3.1469628451074896,travel,-4946583138965503492,0,user_007,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",9.470110778848635,0,23.464593115158056,4392.18,2025-05-16 09:52:22
0.5265548301142304,1824.499668180203,tap,3.522203934542637,106.17225184045029,-0.6872265309140099,-1.7794294488516276,1.2902611290460646,33.82052648164047,"offers,bill,home",3.082425282706918,office,-4946583138965503492,0,user_014,"Contextual Pattern, Device Handling, Navigation Pattern, Touch, Typing",9.745958590753975,0,28.499786872881906,887.87,2025-02-11 05:27:34
